,name,country,region,state,varietal,price,description,merchant,address
64,Rodney Strong Sonoma Cabernet Sauvignon,United States,Sonoma County,California,Cabernet Sauvignon,$22.99,"Rodney Strong was one of the pioneers of Sonoma County’s modern wine industry, an acknowledged visionary who understood the potential that Sonoma’s soil and climate held for producing world-class wines. A successful dancer before retiring and turning to his second love, winemaking, Rodney Strong established Sonoma County’s 13th bonded winery in 1959.
Rodney Strong Vineyards grows and produces ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
65,Kris Pinot Grigio,Italy,Trevenezie,Trentino-Alto Adige,Pinot Gris,$14.99,"The Franz Haas winery, which produces Kris, is located in the Alto Adige province of Northeast Italy. Alto Adige has a rich past, belonging to various political regimes at different points in time. This history has yielded a blend of Germanic influences and Italian styles, which can be seen in the region’s culture, architecture, and lifestyle. It is here among the breathtaking Dolomites Mountains ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
66,Kendall Jackson Chardonnay Grand Reserve,United States,,California,Chardonnay,$21.99,"Jess Jackson of Kendall Jackson Winery takes great pride in being a family owned and operated business. He believed that, ""being a family-owned winery absolutely affects our winemaking. It affords us the luxury to take the long view. We can take risks and grow our grapes in mountain and hillside vineyards- even though it is more difficult for both the farmer and the vine. But grapes grown on ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
67,High Valley Zinfandel 2017,United States,Lake County,California,Zinfandel,$19.99,"The high valley AVA rises between 1,600 and 3,000 ft. elevation in the Coastal Ranges of northeastern Lake County. Thanks to the high elevation and the cool breezes from the oldest lake in North America, it is one of the coolest appellations in Lake County. We run nearly 1,000 sheep on these vineyards, composting the weeds into nutrients for the red, rocky volcanic soils. These are intensely ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
68,Pine Ridge Chenin Blanc Viognier 2017,United States,Yolo County,California,Clarksburg,$15.99,"Back in April, famed New York Times wine critic Eric Asimov wrote an article detailing 12 wines under $12: how low can you go and still find value? His premise was that the quest for exciting bottles gets trickier as the price drops. But you can still find some gems with a $12 limit. Gems like this classic California white blend from ""Pine Ridge, a Napa Valley producer, has been making this ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
69,Grayson Cellars Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$10.99,"Larry Levin, winemaker for Grayson Cellars, spent 17 years at Dry Creek Vineyard where he had 18 Vintages and 15 varietal wines. He also was head of wine making at Franciscan, Mt Veeder, Robert Mondavi, Estancia and Ravenswood.Shows a dark ruby color with a rich nose of blackberry, raspberries and hints of black pepper. This intense Cabernet is full of artful fruit, provides a round mouth feel ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
70,Faiveley Bourgogne Pinot Noir,France,Bourgogne,Burgundy,Pinot Noir,$27.99,"Founded in 1825, Bourgognes Faiveley has been handed down from father to son for over 175 years. As the sixth generation to take the reins, François Faiveley manages, with equal amounts passion and competence, the largest family domaine in Burgundy. Methodically reconstructing vineyards fractured by French inheritance laws, Bourgognes Faiveley today owns more appellations in their entirety ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
71,Simi Cabernet Sauvignon Alexander Valley,United States,Sonoma County,California,Alexander Valley,$25.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
72,Infamous Goose Sauvignon Blanc,New Zealand,,California,Sauvignon Blanc,$14.99,"The wine is named for the Infamous Goose, a.k.a. the moa, a giant flightless bird that roamed the South Island of New Zealand well before humans appeared. Is the Infamous Goose really extinct? Rumors and legends abound. The only sure thing is this wine.

The wine has fresh aromas and flavors of nectarine, peach and gooseberry followed by fresh acidity and a clean finish....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
73,The Palm Rose By Whisper Angel,France,,California,Sauvignon Blanc,$17.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
74,Los Haroldos Reserva Malbec 2017,Argentina,Mendoza,Cuyo,Uco Valley,$17.99,"Considered one of the best ""under the radar"" wineries in Argentina, Los Haroldos is the Reserve Malbec of the Falasco family. Originally from Italy, the Falasco's came to Argentina at the turn of the 20th century, and have been producing some of the best wines from the Uco Valley since 1939. Their 2017 Reserva is a blend of three different high elevation vineyards in La Consulta, Vista Flores, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
75,The Pinot Project Rose,United States,,California,Uco Valley,$12.99,"
The Pinot Project began in 2009 with a vision: a wine for the palate, the pocket, and the people. Renowned wine importer Michael Skurnik called on his experiences in the vineyards and cellars of Northern California to craft a silky, fruit-forward, and harmonious Pinot Noir. Since then, The Pinot Project has taken the wine world by storm.


Mission accomplished! The Pinot Project ... click for more details
Sku: 69368  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
76,Decoy Chardonnay,United States,Sonoma County,California,Chardonnay,$18.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
77,Cave L'Aurance Macon Villages 2017,France,Maconnais,Burgundy,Macon Villages,$13.99,"This estate bottled white Burgundy is produced from chardonnay grapes grown on the gently rolling hills of the picturesque Macon district in southern Burgundy. The Maconnais district takes its name from the town of Macon, and is best known as a source of good value Chardonnay. As a ""village wine,"" it's a step above regular white burgundy and as implied by the designation ""Macon Villages"" in its ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
78,Grayson Cellars Chardonnay,United States,,California,Chardonnay,$9.99,"Larry Levin, winemaker for Grayson Cellars, spent 17 years at Dry Creek Vineyard where he had 18 Vintages and 15 varietal wines. He also was head of wine making at Franciscan, Mt Veeder, Robert Mondavi, Estancia and Ravenswood.Brilliantly ripe and shows bright, brisk acidity and good minerality with notes of pineapple and apricot. The palate offers green apple fruit with a crisp finish showing ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
79,Quinta Do Cabriz Dao Red,Portugal,,California,Red Portugese Blend,$11.99,"The epicenter of value wines is Portugal, with more ""Best Buy"" distinctions than France, Spain, South America and even the United States. For the price, these wines rarely disappoint. Such is the case for the Quinta de Cabriz Dao Red 2014, the highest rated red listed in the Wine Spectator under $10. (2014 & 2015 vintage) 



Explore outside the norm with a traditional blend of 40% ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
80,Laurel Ridge Napa Valley Cabernet Sauvignon 2018,United States,Napa County,California,Napa Valley,$29.99,"""This beautifully crafted Cabernet Sauvignon offers rich and extracted flavors of blackberry, kirsch, dark plum, expresso and black licorice. Concentrated and powerful with chewy tannins that integrate perfectly with the fruit. The finish is long with a hint of anise and vanilla."" The Wine Buyer, 93 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
81,Wente Morning Fog Chardonnay 2018,United States,Alameda County,California,Livermore Valley,$16.99,"A Wine Enthusiast Winery of the Year and the country's longest, continuously operated family-owned winery, Wente Family Vineyards is one of our top selling labels from California. Their Morning Fog Chardonnay 2018 (Editor's Choice) is a great expression of the breathtaking Livermore Valley, with diverse alluvial fans of soil consistently creating white wines with beautiful and lingering ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
82,Urgency Cabernet Sauvignon 2018,United States,,California,Cabernet Sauvignon,$16.99,"Crafted by Clay and Margarita Shannon from the Shannon Ridge Winery, this winemaking teams other labels, Cross Springs and High Valley have been customer favorites for the past five years. A certified sustainable producer, Shannon Ridge is as dedicated to being stewards of their land as they are to producing top-quality wines at affordable prices. Even before the Urgency vineyard was planted, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
83,Decoy Sauvignon Blanc,United States,,California,Sauvignon Blanc,$18.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
84,Hunter Chaps Chardonnay,United States,,California,Chardonnay,$17.99,"Hunter Chaps’ winemakers bring sought after varieties to the table, carefully crafted for quality and everyday enjoyment.“This expressive Chardonnay opens with tropical fruit aromas which lead into creamy, buttery flavors & a nice balance of toasted oak. Enjoy with Cheese, poultry or seared scallops.” Wine Buyer, 91 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
